n_ben_age_0_64,n_ben_age_75_84,n_ben_male,n_ben_race_white,n_ben_race_asian,n_ben_race_hisp,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,aco1,aco2,aco7,aco36,aco37,aco38,per_capita_exp_total_py,py
2349,1552,3285,6915,14,7,153,817,7913,305,2267,741,0,0,0,0,0,0,8294,2015
2777,6077,8229,18542,124,48,137,811,10032,4097,4416,1513,0,0,0,0,0,0,7999,2015
5453,2368,6383,9681,78,3078,164,712,7989,304,3119,343,0,0,0,0,0,0,9199,2015
11702,14506,23643,52810,226,57,151,762,8650,3337,3454,1434,0,0,0,0,0,0,9328,2015
14495,24761,39841,87350,355,278,166,786,8459,2837,3403,1399,0,0,0,0,0,0,9187,2015
27393,34561,58880,120419,1289,440,170,772,8287,3503,3688,884,0,0,0,0,0,0,9355,2015
1261,1891,2563,4356,67,27,157,761,11812,4964,5747,1095,0,0,0,0,0,0,9853,2015
5190,10326,15068,30230,489,1019,194,806,10677,4561,4918,1190,0,0,0,0,0,0,12817,2015
4469,6467,10148,16594,765,859,212,826,13755,6455,6502,771,0,0,0,0,0,0,14085,2015
1481,1984,2906,6907,47,134,181,785,8451,4021,3589,837,0,0,0,0,0,0,10284,2015
1615,1756,3132,4657,1168,174,163,819,10385,6794,3138,418,0,0,0,0,0,0,10922,2015
1233,1438,2537,5560,31,80,141,825,9628,4171,4193,1260,0,0,0,0,0,0,9286,2015
493,862,1558,2226,68,8,181,754,10444,4080,5489,870,0,0,0,0,0,0,10777,2015
1099,4284,4809,1370,7991,151,180,843,13038,6849,5624,205,0,0,0,0,0,0,8897,2015
1715,1383,2683,3544,218,682,209,729,11231,5542,4639,1034,0,0,0,0,0,0,17217,2015
3452,6508,9087,13458,3547,1194,199,750,11835,5094,5308,1388,0,0,0,0,0,0,14480,2015
2748,2942,5370,9242,88,35,168,755,10185,4648,4279,1215,0,0,0,0,0,0,10791,2015
4442,8706,13183,30093,87,36,158,828,9058,3980,3799,1266,0,0,0,0,0,0,9572,2015
1406,1298,2226,3647,57,39,194,781,11608,5594,5018,888,0,0,0,0,0,0,12808,2015
2206,2165,3540,3282,154,1760,268,776,17503,9161,5696,2451,0,0,0,0,0,0,22986,2015
3544,2761,5707,9507,217,71,239,777,11593,6441,4389,756,0,0,0,0,0,0,12944,2015
3100,1835,3835,3918,62,991,238,749,12805,6230,4626,1882,0,0,0,0,0,0,16762,2015
4225,7000,12638,26049,406,629,179,817,12734,5255,5845,1589,0,0,0,0,0,0,13525,2015
1132,1708,2258,3023,30,2365,231,761,12631,5764,6160,610,0,0,0,0,0,0,19443,2015
1463,3504,5322,10569,158,211,169,711,9428,3932,4649,834,0,0,0,0,0,0,10189,2015
3063,4860,9379,19445,131,281,109,743,8429,3503,3920,977,0,0,0,0,0,0,8709,2015
8497,13328,21185,45856,124,47,168,819,8787,4230,3479,1063,0,0,0,0,0,0,8744,2015
1134,3573,4957,10191,43,167,166,805,12180,4847,6103,1155,0,0,0,0,0,0,9750,2015
5639,7048,12155,25463,128,192,172,776,8105,3040,3234,788,0,0,0,0,0,0,9635,2015
11055,9243,17427,36095,269,1316,165,826,9719,4219,4049,1446,0,0,0,0,0,0,9392,2015
697,2813,3387,7549,51,16,153,827,13432,4615,6956,867,0,0,0,0,0,0,10817,2015
4432,8311,13058,28643,139,325,130,735,8370,2891,3356,1771,0,0,0,0,0,0,9369,2015
4628,8331,14657,25968,1642,928,213,810,11765,4350,7127,281,0,0,0,0,0,0,12928,2015
7064,7793,14387,30335,314,52,174,791,8019,3035,3437,1535,0,0,0,0,0,0,9155,2015
3523,3403,5607,11651,395,66,192,821,8757,4434,2979,1331,0,0,0,0,0,0,10767,2015
655,1537,2038,4631,35,129,175,815,12248,5489,5898,697,0,0,0,0,0,0,9817,2015
5092,11718,17964,37887,250,181,162,812,10777,3703,6209,860,0,0,0,0,0,0,11393,2015
3215,4169,6707,9255,185,82,154,691,8968,3249,5105,609,0,0,0,0,0,0,8944,2015
1210,2442,3588,6564,14,9,142,754,10323,4789,4542,927,0,0,0,0,0,0,8271,2015
3330,3349,6609,12161,54,80,179,791,9490,3570,4608,1307,0,0,0,0,0,0,11374,2015
4988,9862,15825,32635,271,141,176,798,9205,3044,4756,1402,0,0,0,0,0,0,10434,2015
7477,9578,15991,35224,134,84,153,637,7859,2491,2702,1023,0,0,0,0,0,0,8362,2015
1150,2337,3413,7848,22,77,161,817,8381,4476,2916,919,0,0,0,0,0,0,8701,2015
3050,6594,9202,17841,250,370,199,817,10282,3540,4410,2321,0,0,0,0,0,0,12320,2015
11330,14036,24941,53818,150,65,159,787,8290,2437,2948,1353,0,0,0,0,0,0,9462,2015
4425,10926,16653,36732,832,355,179,846,10884,4975,4849,1055,0,0,0,0,0,0,12303,2015
1384,2999,4062,6324,826,428,169,818,11968,5482,5926,556,0,0,0,0,0,0,12424,2015
923,2357,3425,6240,736,270,170,792,10988,5305,4819,856,0,0,0,0,0,0,10771,2015
2314,4507,7621,13241,643,519,216,776,11951,2875,8578,494,0,0,0,0,0,0,15870,2015
2850,4399,6857,13915,167,182,164,798,10351,3879,5460,1009,0,0,0,0,0,0,10458,2015
4163,12697,20374,42888,331,447,128,788,9953,4174,4704,1055,0,0,0,0,0,0,8358,2015
4222,5011,8951,19730,72,66,184,812,9462,3141,4653,1662,0,0,0,0,0,0,10390,2015
1062,3984,4501,1457,7754,390,192,775,12799,7325,5241,220,0,0,0,0,0,0,13790,2015
1052,3271,4069,6611,1413,678,195,811,12592,5327,6867,394,0,0,0,0,0,0,12819,2015
6264,5396,10787,17213,137,177,204,719,8967,2528,4967,1458,0,0,0,0,0,0,11165,2015
1112,1552,2669,5472,36,8,178,774,9188,3260,3967,1920,0,0,0,0,0,0,9270,2015
1786,4246,6588,12826,178,178,152,796,10452,3787,5853,805,0,0,0,0,0,0,8172,2015
3117,2068,4939,8231,649,229,183,780,11192,4980,5367,834,0,0,0,0,0,0,10632,2015
2679,6143,8855,19470,185,196,186,828,11146,4134,6134,735,0,0,0,0,0,0,11711,2015
1865,4514,6695,14701,42,121,152,847,9045,4655,2766,1224,0,0,0,0,0,0,10278,2015
1207,1317,2426,4169,480,193,175,733,9826,4472,4352,991,0,0,0,0,0,0,10330,2015
1726,2235,3482,8327,20,28,152,817,8916,2758,3257,1204,0,0,0,0,0,0,9506,2015
1060,1827,2937,6057,47,43,167,803,12240,1056,5237,807,0,0,0,0,0,0,10581,2015
869,2654,3363,7470,39,131,183,841,15436,6056,7830,1478,0,0,0,0,0,0,15965,2015
2004,5986,9833,20679,309,306,132,782,9093,3602,5077,241,0,0,0,0,0,0,9915,2015
2560,4059,6715,13925,79,99,197,844,11093,4529,5259,1300,0,0,0,0,0,0,12602,2015
5589,6714,12262,27213,254,102,150,765,6890,2576,2879,1431,0,0,0,0,0,0,8533,2015
551,1633,2355,4272,185,102,223,739,11666,4517,6016,1126,0,0,0,0,0,0,13280,2015
1154,1102,2320,4001,10,324,132,738,7935,1193,2872,750,0,0,0,0,0,0,8228,2015
2078,2853,4579,7850,91,59,176,776,12196,6034,5356,793,0,0,0,0,0,0,10661,2015
6073,1842,5681,7835,40,162,158,720,8618,394,3317,654,0,0,0,0,0,0,8806,2015
1060,1802,2825,6265,14,16,174,796,9878,4043,4023,1805,0,0,0,0,0,0,10394,2015
4075,1470,3714,769,56,106,199,574,6217,2402,2722,738,0,0,0,0,0,0,8267,2015
1399,3079,4622,8644,66,12,184,834,11729,5021,5004,1664,0,0,0,0,0,0,14302,2015
1368,2143,3477,7230,30,94,158,752,10527,3186,6351,968,0,0,0,0,0,0,9064,2015
1396,1915,3143,6648,52,3,165,814,9621,5325,3267,1012,0,0,0,0,0,0,10935,2015
3850,13682,19877,41850,124,320,145,816,11431,4607,5998,800,0,0,0,0,0,0,9391,2015
2415,2348,4361,7015,793,514,211,793,13219,5219,5947,2031,0,0,0,0,0,0,17225,2015
1758,3435,5673,12189,19,47,134,760,7578,2658,3075,1823,0,0,0,0,0,0,8860,2015
2056,3574,5835,11994,101,74,172,790,9000,4683,3544,756,0,0,0,0,0,0,10027,2015
1778,3386,4839,9559,120,832,159,652,10405,4033,4277,840,0,0,0,0,0,0,10946,2015
3860,2699,5058,3635,733,1793,220,384,7732,3181,4237,304,0,0,0,0,0,0,8189,2015
12703,19567,31671,60755,480,225,162,785,9907,4123,4798,972,0,0,0,0,0,0,9441,2015
5052,8906,14957,28637,1620,167,136,736,7633,3068,3260,1291,0,0,0,0,0,0,8119,2015
853,2533,3390,7125,48,49,171,816,12780,5860,5761,1115,0,0,0,0,0,0,11451,2015
1413,2708,4118,9364,44,8,146,797,8790,2818,4245,1507,0,0,0,0,0,0,9426,2015
4134,5344,9147,20882,35,8,169,786,9555,4391,3307,1845,0,0,0,0,0,0,7738,2015
1073,2176,2514,4967,7,1031,177,690,11301,5202,6075,19,0,0,0,0,0,0,5004,2015
3042,5686,8376,16449,100,38,174,754,10401,4736,4746,888,0,0,0,0,0,0,9974,2015
2986,4030,6486,14903,37,9,181,810,9453,3073,4698,1054,0,0,0,0,0,0,10072,2015
895,1551,2426,5250,37,119,179,799,11694,4993,5997,600,0,0,0,0,0,0,9917,2015
1665,4595,5891,13959,93,244,149,749,9927,3566,5193,1140,0,0,0,0,0,0,8996,2015
1162,1449,2232,2517,53,17,186,699,9948,4114,4913,908,0,0,0,0,0,0,11390,2015
859,2472,3270,6431,482,400,239,807,10527,4772,5534,198,0,0,0,0,0,0,15322,2015
1965,4100,5925,13070,137,124,151,814,9406,3172,4562,1663,0,0,0,0,0,0,9442,2015
1223,2037,3108,7520,38,28,163,802,8654,3485,4287,879,0,0,0,0,0,0,9667,2015
459,1694,2437,4989,27,13,146,830,12799,5457,6032,1189,0,0,0,0,0,0,9270,2015
1036,1661,2367,4020,9,1287,198,796,12477,6731,4283,1423,0,0,0,0,0,0,11117,2015
10538,18017,28542,59948,518,713,191,816,10049,4145,4299,1333,0,0,0,0,0,0,11083,2015
1247,2314,3282,3475,257,79,188,767,10011,4806,4827,372,0,0,0,0,0,0,11795,2015
6010,7119,11852,25553,117,39,152,742,8841,3507,3970,1329,0,0,0,0,0,0,8291,2015
1614,4329,6680,13610,63,30,142,803,10067,3730,5247,1088,0,0,0,0,0,0,10068,2015
3854,5184,8256,14641,305,123,164,790,10400,4327,4989,1073,0,0,0,0,0,0,12053,2015
759,1532,2180,5009,6,1,171,811,9549,3667,4113,1756,0,0,0,0,0,0,9986,2015
3719,9906,14395,30897,288,202,173,855,10625,4100,4589,1932,0,0,0,0,0,0,10907,2015
1463,2662,4542,9050,98,73,129,762,8049,3924,2851,1238,0,0,0,0,0,0,7724,2015
820,1372,1830,3365,13,1139,190,781,12909,7358,4577,914,0,0,0,0,0,0,11449,2015
1096,1606,2512,5380,40,385,135,772,10644,4606,4374,1648,0,0,0,0,0,0,11579,2015
3829,1026,3931,6269,320,1295,144,831,8733,398,2705,236,0,0,0,0,0,0,9475,2015
1199,1221,2177,3683,98,488,187,769,9422,5078,3426,899,0,0,0,0,0,0,8853,2015
2128,3949,5399,12295,275,282,199,849,14291,6367,6703,1210,0,0,0,0,0,0,17213,2015
2814,6047,8408,19187,125,179,151,849,9093,4331,3777,982,0,0,0,0,0,0,9396,2015
1684,4101,5433,11524,75,452,165,747,10165,3475,4861,1758,0,0,0,0,0,0,12124,2015
10659,17516,28865,57876,1076,521,173,808,10448,4058,5628,709,0,0,0,0,0,0,11622,2015
1754,4736,8273,17941,107,100,164,779,9999,3358,5781,853,0,0,0,0,0,0,9788,2015
1167,2198,3839,6760,76,108,212,786,11364,4783,5440,952,0,0,0,0,0,0,12586,2015
2129,5483,8058,17566,51,43,171,804,9248,4574,3743,912,0,0,0,0,0,0,8624,2015
2997,3026,4737,9937,137,36,167,795,8189,3892,2952,1336,0,0,0,0,0,0,9705,2015
1991,1842,3153,3689,55,1494,209,766,11572,5464,5279,737,0,0,0,0,0,0,13487,2015
1681,2780,4643,10407,57,108,168,794,8598,4245,3210,1123,0,0,0,0,0,0,9548,2015
1133,1545,2231,4414,42,13,179,819,10189,5793,3672,710,0,0,0,0,0,0,11112,2015
3108,7549,12113,21893,861,519,152,775,9296,3608,5220,463,0,0,0,0,0,0,7862,2015
2909,5929,8945,19572,13,16,135,769,8036,3781,3048,728,0,0,0,0,0,0,8395,2015
1181,2130,2909,5066,182,214,196,817,11658,4648,6573,432,0,0,0,0,0,0,12116,2015
899,1785,2518,1524,2833,420,241,780,12988,6528,5663,610,0,0,0,0,0,0,16028,2015
3237,5766,9424,19271,461,271,179,769,10572,5011,4481,1064,0,0,0,0,0,0,12637,2015
2331,3889,6727,13676,284,213,171,752,9489,3154,4532,1712,0,0,0,0,0,0,10287,2015
2341,5085,7061,13723,108,2411,206,759,12587,4089,7437,961,0,0,0,0,0,0,14453,2015
830,2489,4039,8618,23,43,164,757,9754,4335,5032,381,0,0,0,0,0,0,10152,2015
1095,3102,4888,9992,43,47,164,820,12331,4667,5952,1447,0,0,0,0,0,0,11380,2015
1351,2451,4876,6579,105,766,190,746,10682,3326,6657,668,0,0,0,0,0,0,13168,2015
1870,2074,3580,7148,57,35,170,777,9095,4057,4650,381,0,0,0,0,0,0,9781,2015
6613,9235,15226,32592,173,106,153,808,8844,3850,3132,1347,0,0,0,0,0,0,9387,2015
1528,1913,2911,6766,20,8,180,753,8619,4225,3933,438,0,0,0,0,0,0,10678,2015
2699,2545,4762,10677,42,139,161,785,8252,3518,3893,837,0,0,0,0,0,0,9039,2015
4588,7767,12570,22771,273,43,196,810,10839,4422,5233,1168,0,0,0,0,0,0,12036,2015
3403,1046,3163,4664,75,711,207,786,10481,435,4537,539,0,0,0,0,0,0,10052,2015
645,720,1183,1906,89,128,179,819,11710,5445,5662,586,0,0,0,0,0,0,12011,2015
1918,4105,6101,12014,288,183,169,848,13227,6486,6376,359,0,0,0,0,0,0,13208,2015
1050,2882,3949,7971,221,317,127,768,10687,4303,5796,576,0,0,0,0,0,0,9527,2015
2423,2953,4729,10859,31,56,155,781,9205,2524,3602,777,0,0,0,0,0,0,10906,2015
1055,1831,2641,4119,328,169,230,867,15392,7951,6551,882,0,0,0,0,0,0,23082,2015
678,2622,3546,7033,365,348,142,801,11472,4622,6611,233,0,0,0,0,0,0,11449,2015
2382,3474,5424,10131,48,31,169,776,11872,5130,5404,1326,0,0,0,0,0,0,10704,2015
3211,4539,7229,16236,65,36,195,832,10933,3898,5139,1624,0,0,0,0,0,0,12217,2015
1622,4856,6985,14580,134,150,191,770,10412,4140,4899,1102,0,0,0,0,0,0,11067,2015
1935,3947,5882,12625,78,33,156,784,9016,4120,3878,1001,0,0,0,0,0,0,8691,2015
5845,4935,9961,20891,60,56,192,709,10721,3015,3328,1396,0,0,0,0,0,0,11753,2015
2029,2606,4354,7341,665,787,210,769,11515,5098,6020,383,0,0,0,0,0,0,14875,2015
1532,4046,6078,12549,86,16,128,750,9095,4006,4619,466,0,0,0,0,0,0,8120,2015
1112,1397,2216,3963,9,988,188,772,11565,6820,4301,401,0,0,0,0,0,0,11446,2015
2120,5411,8890,18253,46,28,125,777,10038,3287,5767,978,0,0,0,0,0,0,9006,2015
7311,3812,8659,12764,280,2387,184,738,10486,2405,4469,923,0,0,0,0,0,0,10111,2015
8764,11294,18798,34767,156,66,164,741,10506,4346,5229,914,0,0,0,0,0,0,9597,2015
4602,1396,4340,5963,103,237,213,799,9123,3477,3551,2075,0,0,0,0,0,0,10098,2015
5649,6393,10635,19343,254,357,184,789,10256,4262,5155,831,0,0,0,0,0,0,11100,2015
2255,3697,5892,12411,36,66,149,777,8445,3914,3506,1011,0,0,0,0,0,0,9910,2015
3570,3920,7393,14263,641,386,200,782,9498,4355,3674,592,0,0,0,0,0,0,10119,2015
7273,4089,8804,16909,221,511,188,810,9164,3667,3335,2155,0,0,0,0,0,0,9454,2015
3291,6215,9296,18665,67,50,177,698,8542,3311,3896,1302,0,0,0,0,0,0,8741,2015
1282,3667,5067,11578,17,8,133,880,11502,5233,4776,1480,0,0,0,0,0,0,10600,2015
1826,6345,8815,17189,184,37,132,808,10510,4743,5010,752,0,0,0,0,0,0,8427,2015
1932,2358,3958,8373,82,47,140,822,9328,3650,4041,1628,0,0,0,0,0,0,8394,2015
924,2884,4453,8503,428,152,143,820,9223,4196,4508,516,0,0,0,0,0,0,8212,2015
6793,7128,12899,27174,59,42,172,817,9218,2618,3412,1418,0,0,0,0,0,0,9633,2015
4694,5392,9032,16378,305,62,207,803,11199,5485,4827,878,0,0,0,0,0,0,12374,2015
1950,2903,4662,9474,56,62,180,737,8016,3937,3135,933,0,0,0,0,0,0,9109,2015
306,305,527,989,13,11,146,766,9823,4226,4751,843,0,0,0,0,0,0,9646,2015
2495,3532,5901,12651,55,81,146,743,7674,3421,3478,768,0,0,0,0,0,0,8051,2015
1115,1353,2221,3973,103,210,173,794,12530,4058,7681,745,0,0,0,0,0,0,13410,2015
71,131,295,476,0,1,148,537,5385,311,4070,1004,0,0,0,0,0,0,10473,2015
3596,6972,12412,23876,230,74,150,773,9516,3794,4410,1295,0,0,0,0,0,0,8209,2015
1670,2168,3803,6980,211,795,161,814,10165,4280,4953,530,0,0,0,0,0,0,11280,2015
879,2438,3417,7703,32,65,171,818,12198,4697,6220,1224,0,0,0,0,0,0,12072,2015
2227,1588,2843,4400,24,19,200,798,10257,5730,3851,656,0,0,0,0,0,0,11794,2015
889,1739,2761,5458,26,132,145,727,8131,3273,3875,866,0,0,0,0,0,0,10043,2015
880,1463,2339,5628,29,15,116,729,8392,4315,3257,812,0,0,0,0,0,0,6836,2015
2564,3759,6791,11624,493,673,171,737,10577,3776,5453,1034,0,0,0,0,0,0,10851,2015
2290,6766,10553,21993,202,238,111,816,8773,4276,3819,673,0,0,0,0,0,0,8296,2015
1354,2817,3956,9057,35,27,147,792,8323,3023,3712,1573,0,0,0,0,0,0,8749,2015
4402,5187,9431,17432,97,49,177,764,8690,3461,4176,1039,0,0,0,0,0,0,9157,2015
1463,1227,2219,4838,20,8,149,792,7473,3478,2386,946,0,0,0,0,0,0,8301,2015
2109,3410,5365,7126,467,445,171,748,9108,3262,5395,443,0,0,0,0,0,0,9766,2015
3983,5459,9480,18696,95,32,173,744,8332,3087,4339,892,0,0,0,0,0,0,10313,2015
8529,9332,16922,26222,926,384,199,725,9467,3560,4967,935,0,0,0,0,0,0,12806,2015
1034,1904,2761,4866,15,11,181,835,9791,5025,4292,463,0,0,0,0,0,0,10717,2015
1640,2592,4088,7368,103,610,213,765,12563,4048,7167,1226,0,0,0,0,0,0,14993,2015
3786,6342,9420,20725,87,201,131,793,8324,3568,3055,1530,0,0,0,0,0,0,8105,2015
10596,17576,29538,55835,1345,1748,171,749,9689,3642,4839,1201,0,0,0,0,0,0,11512,2015
4925,9007,13566,28199,229,65,149,772,9835,3621,5119,1065,0,0,0,0,0,0,9047,2015
6615,18986,28224,61190,1006,638,161,838,8998,3523,4674,798,0,0,0,0,0,0,9074,2015
3155,5137,8069,14883,262,48,159,806,9977,4006,5063,903,0,0,0,0,0,0,8611,2015
2896,2845,5842,11568,280,690,159,759,9097,3252,4560,901,0,0,0,0,0,0,8391,2015
2034,4401,6156,10582,1438,308,182,828,12142,4974,6725,438,0,0,0,0,0,0,11879,2015
1924,1394,3217,6299,57,9,161,815,7955,253,2255,703,0,0,0,0,0,0,8814,2015
1075,1708,2795,5538,90,386,149,750,10431,4526,5386,504,0,0,0,0,0,0,9544,2015
1807,6312,9483,19673,240,165,138,750,9601,3684,4893,1017,0,0,0,0,0,0,8947,2015
1077,1546,2125,3475,27,54,183,804,10065,3929,5231,650,0,0,0,0,0,0,11934,2015
10365,20016,30420,63736,2523,411,146,768,8513,3488,3641,1344,0,0,0,0,0,0,9296,2015
2136,5435,8160,17712,322,433,172,797,10469,3478,5267,1703,0,0,0,0,0,0,10863,2015
1297,229,941,640,42,68,170,643,6957,578,2678,469,0,0,0,0,0,0,7441,2015
1613,2178,3333,6136,245,372,186,845,11899,4755,6216,917,0,0,0,0,0,0,11545,2015
1337,1975,2815,5661,284,545,232,827,13893,8306,4525,960,0,0,0,0,0,0,24475,2015
1018,2129,3295,7213,30,22,135,790,8471,3404,3717,1341,0,0,0,0,0,0,8608,2015
852,1427,2203,4058,51,489,195,758,10904,3917,6416,563,0,0,0,0,0,0,10516,2015
1096,1317,2528,5168,41,91,93,723,7746,2499,3387,786,0,0,0,0,0,0,6756,2015
923,1838,3000,6552,73,67,112,742,7859,3662,3311,882,0,0,0,0,0,0,7648,2015
10440,15233,25109,43648,2958,2795,175,762,9893,3954,5203,722,0,0,0,0,0,0,10001,2015
10716,11624,21200,35565,465,282,183,747,9428,3356,4314,1471,0,0,0,0,0,0,9586,2015
1361,1762,2657,4702,23,29,178,740,11180,3935,5263,1957,0,0,0,0,0,0,15060,2015
1866,3388,5208,10269,311,196,184,824,10974,4009,6263,698,0,0,0,0,0,0,11063,2015
771,1586,2294,3626,34,3,223,817,12296,4377,4849,3064,0,0,0,0,0,0,17622,2015
2311,780,2280,2208,14,12,184,711,8923,347,2796,979,0,0,0,0,0,0,8730,2015
4093,989,3895,4804,184,332,174,828,11955,3756,6585,1602,0,0,0,0,0,0,8696,2015
804,1986,2734,3728,779,183,216,849,14492,6272,6857,1357,0,0,0,0,0,0,17411,2015
1517,3457,5060,11067,158,185,146,776,10302,4703,4883,670,0,0,0,0,0,0,10613,2015
2375,5697,8203,17355,119,125,171,841,11206,3743,5804,1652,0,0,0,0,0,0,11162,2015
1677,3065,5077,10506,154,58,152,802,10139,3062,5932,1141,0,0,0,0,0,0,10271,2015
1191,3792,6195,12222,75,184,158,799,11904,3869,7283,711,0,0,0,0,0,0,11425,2015
4879,6972,11113,24254,85,222,172,810,8977,3955,3542,1370,0,0,0,0,0,0,10322,2015
1908,2516,4006,8738,61,192,142,698,8783,2238,3236,2203,0,0,0,0,0,0,10056,2015
1858,4643,6925,13570,49,35,146,789,10205,3980,4687,1526,0,0,0,0,0,0,8513,2015
3940,7025,10572,22434,72,170,152,801,9109,3042,4016,2032,0,0,0,0,0,0,9330,2015
1704,2552,4117,8814,31,94,178,768,9293,3249,3682,1894,0,0,0,0,0,0,10757,2015
2959,5064,7981,14920,208,491,187,775,8004,2878,4726,397,0,0,0,0,0,0,9298,2015
1995,2445,4062,8224,38,63,172,795,8691,3394,3749,1532,0,0,0,0,0,0,10384,2015
1087,1372,2189,4093,36,69,170,769,9984,3220,5886,670,0,0,0,0,0,0,10146,2015
3750,6326,10273,20049,487,343,185,740,8864,2829,4451,670,0,0,0,0,0,0,9740,2015
1112,2477,3592,7502,88,16,182,797,10444,4807,5021,594,0,0,0,0,0,0,11220,2015
2753,3962,6650,13788,98,29,151,757,8362,3634,3897,827,0,0,0,0,0,0,8441,2015
6567,9356,14406,31042,134,99,168,712,8782,4190,3378,666,0,0,0,0,0,0,8976,2015
2349,4530,7473,15279,114,67,170,744,9174,3280,4894,991,0,0,0,0,0,0,9040,2015
6490,18322,26405,56169,655,795,130,740,9328,3680,4686,953,0,0,0,0,0,0,8923,2015
895,3474,5316,11116,31,62,101,750,9065,2967,4626,1462,0,0,0,0,0,0,9012,2015
10247,15703,24847,54607,186,390,173,765,9004,3395,4482,1065,0,0,0,0,0,0,9591,2015
782,2215,2894,6131,45,59,142,816,12595,5807,5086,1644,0,0,0,0,0,0,10709,2015
2092,4090,5906,9014,80,24,138,751,9021,3299,4951,766,0,0,0,0,0,0,11070,2015
1601,3191,5137,10098,49,26,142,799,10749,4787,5131,826,0,0,0,0,0,0,10040,2015
1973,2242,3740,8199,10,23,182,824,9545,4316,4542,667,0,0,0,0,0,0,9486,2015
1431,1997,3234,7051,17,7,161,788,9107,3547,3489,2068,0,0,0,0,0,0,9437,2015
324,1852,1874,410,3427,122,185,805,12549,6515,5698,331,0,0,0,0,0,0,11628,2015
3758,3524,6344,10627,522,205,181,760,10128,4800,4508,753,0,0,0,0,0,0,9325,2015
1809,2687,4349,9819,50,9,152,766,8236,2999,4388,828,0,0,0,0,0,0,7970,2015
4624,8877,13006,23437,586,1578,181,753,10081,2673,6976,423,0,0,0,0,0,0,12055,2015
11386,14996,25200,51042,161,209,148,736,9464,3667,4354,1036,0,0,0,0,0,0,8997,2015
1483,3517,5362,12243,65,56,153,819,9006,3164,4850,991,0,0,0,0,0,0,10724,2015
3960,2697,5616,11343,109,149,179,736,9228,3131,4830,1135,0,0,0,0,0,0,8346,2015
781,1502,2373,5364,26,8,134,777,8578,3942,3783,850,0,0,0,0,0,0,9051,2015
1503,2667,4333,9535,46,14,156,781,10255,3914,5490,848,0,0,0,0,0,0,10575,2015
2300,3294,6275,13518,252,50,188,784,10569,4183,5697,687,0,0,0,0,0,0,11978,2015
1980,3102,5436,11301,21,8,138,753,8291,2740,3957,1538,0,0,0,0,0,0,8567,2015
9126,11957,19754,44310,121,152,147,791,9194,3932,3419,1288,0,0,0,0,0,0,8320,2015
5341,12837,18500,40346,308,371,162,786,10795,3690,6448,638,0,0,0,0,0,0,9703,2015
4139,2658,5116,5717,45,118,192,787,8638,1060,3139,835,0,0,0,0,0,0,9138,2015
4036,4129,7632,14609,89,46,184,811,8971,4731,3737,491,0,0,0,0,0,0,9872,2015
6388,5417,11117,22710,269,564,192,791,9081,3551,4132,1291,0,0,0,0,0,0,10851,2015
2018,3341,5592,11836,21,6,155,785,9130,3888,3777,1452,0,0,0,0,0,0,9564,2015
5675,8961,14094,29312,194,83,141,781,8473,3352,4141,968,0,0,0,0,0,0,8836,2015
1112,2538,3534,7747,17,1,140,749,8976,3830,4894,240,0,0,0,0,0,0,7961,2015
1839,1382,2437,3162,59,41,215,722,10980,2964,4775,1832,0,0,0,0,0,0,12767,2015
3594,3845,6973,14912,29,28,170,805,8177,2731,3091,2354,0,0,0,0,0,0,9425,2015
13615,22384,34804,76754,351,377,155,732,8755,3516,3967,1033,0,0,0,0,0,0,9690,2015
4878,8330,12756,27931,162,297,164,791,9259,4320,3779,1152,0,0,0,0,0,0,9962,2015
2437,3937,6147,13863,16,22,173,646,8468,1689,2785,710,0,0,0,0,0,0,11098,2015
2142,5057,7909,17947,182,134,140,805,9076,3334,4762,977,0,0,0,0,0,0,9130,2015
1875,2194,3745,8182,13,11,150,770,9012,2896,3826,1480,0,0,0,0,0,0,9852,2015
1146,2015,3232,6794,29,19,131,664,7396,1674,2656,850,0,0,0,0,0,0,9574,2015
1834,2640,4094,9358,30,44,150,709,9584,2400,3747,1087,0,0,0,0,0,0,11323,2015
2824,3773,6374,11760,841,212,200,798,9853,4441,4328,1070,0,0,0,0,0,0,12707,2015
2736,1838,3817,8237,26,4,168,812,8521,3367,3862,1268,0,0,0,0,0,0,9358,2015
2285,6140,8701,18811,197,250,147,847,11031,3570,6280,1176,0,0,0,0,0,0,10335,2015
933,1836,2952,4292,1237,257,196,800,13013,6277,6094,624,0,0,0,0,0,0,20569,2015
22806,32054,54461,116497,674,934,165,768,8924,3758,4001,1034,0,0,0,0,0,0,10180,2015
1008,2235,2898,6210,43,386,181,746,10198,4388,4208,1561,0,0,0,0,0,0,14076,2015
1752,3151,5135,10903,29,21,140,786,9623,3726,4818,859,0,0,0,0,0,0,9021,2015
2745,959,2645,3949,8,24,186,708,8634,395,2758,531,0,0,0,0,0,0,8560,2015
4398,8249,12388,27011,80,26,130,737,9273,3605,4255,1407,0,0,0,0,0,0,8602,2015
7937,8659,14925,29426,309,203,171,769,9859,3789,4351,1711,0,0,0,0,0,0,9237,2015
1262,2148,3439,7421,3,6,153,787,8959,4243,3291,1413,0,0,0,0,0,0,9238,2015
1836,2058,3259,6358,33,21,183,787,11362,5207,3605,2531,0,0,0,0,0,0,12244,2015
