Features,Importance Correlation ,,,,Features,Importance Random forest,,,Most important,,,12384.2,12434,34601,428505704.2,430228834,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10135.6,10072,15470,156797732,155813840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10378.9,9917,5844,60654291.6,57954948,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9195,8996,14762,135736590,132798952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11183,11390,5411,60511213,61631290,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14751.5,15322,8039,118587308.5,123173558,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9198.8,9442,14324,131763611.2,135247208,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9063.1,9667,7844,71090956.4,75827948,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9529.2,9270,5192,49475606.4,48129840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11514.3,11117,5482,63121392.6,60943394,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11049.3,11083,65036,718602274.8,720793988,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11193.9,11795,8220,92013858,96954900,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8442.4,8291,27846,235087070.4,230871186,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9864.3,10068,15870,156546441,159779160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11317.7,12053,20453,231480918.1,246520009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9716.3,9986,5188,50408164.4,51807368,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10776.8,10907,33263,358468698.4,362799541,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8188.3,7724,9842,80589248.6,76019608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11803.6,11449,4602,54320167.2,52688298,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11084.6,11579,6460,71606516,74800340,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9458.8,9475,8502,80418717.6,80556450,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9280.8,8853,5034,46719547.2,44566002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15379.4,17213,13873,213358416.2,238795949,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9462.4,9396,20186,191008006.4,189667656,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10636.8,12124,12790,136044672,155065960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11739,11622,70628,829102092,820838616,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9838.4,9788,19021,187136206.4,186177548,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12794.7,12586,7869,100681494.3,99039234,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8894.7,8624,18538,164889948.6,159871712,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9405.4,9705,10934,102838643.6,106114470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14057.5,13487,7675,107891312.5,103512725,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9119.3,9548,11047,100740907.1,105476756,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11201.3,11112,5891,65986858.3,65460792,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8405,7862,28242,237374010,222038604,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8354,8395,20021,167255434,168076295,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12199.9,12116,7627,93048637.3,92408732,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16739.6,16028,5797,97039461.2,92914316,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12050.6,12637,21928,264245556.8,277104136,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10350,10287,14909,154308150,153368883,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14070.4,14453,18212,256250124.8,263218036,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9926.1,10152,9260,91915686,94007520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11095.5,11380,10808,119920164,122995040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13168,13168,8856,116615808,116615808,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9830.1,9781,8605,84588010.5,84165505,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9268.4,9387,35076,325098398.4,329258412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10721.4,10678,7274,77987463.6,77671772,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9005.2,9039,11319,101929858.8,102312441,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12148.3,12036,28543,346748926.9,343543548,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10524.3,10052,7086,74575189.8,71228472,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11250.6,12011,2867,32255470.2,34435537,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13129.6,13208,14337,188239075.2,189363096,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10104.3,9527,9229,93252584.7,87924683,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10408.6,10906,11203,116607545.8,122179918,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21310.1,23082,6534,139240193.4,150817788,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11209,11449,8855,99255695,101380895,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10652.9,10704,12731,135622069.9,136272624,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11843.2,12217,17224,203987276.8,210425608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11285.6,11067,15538,175355652.8,171959046,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8641.9,8691,14403,124469285.7,125176473,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12418.2,11753,21990,273076218,258448470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14598.1,14875,10104,147499202.4,150297000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7973.7,8120,15014,119717131.8,121913680,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11556.2,11446,5073,58624602.6,58065558,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9043.2,9006,19548,176776473.6,176049288,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10655.9,10111,19770,210667143,199894470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9566.7,9597,44157,422436771.9,423774729,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10379.3,10098,9925,103014552.5,100222650,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11284.3,11100,25818,291338057.4,286579800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9676.9,9910,13587,131480040.3,134647170,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10117,10119,16241,164310197,164342679,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9713.6,9454,20592,200022451.2,194676768,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8868.7,8741,21488,190570625.6,187826608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9976.7,10600,12025,119969817.5,127465000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8558.7,8427,20756,177644377.2,174910812,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8379.9,8394,9311,78025248.9,78156534,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8575.1,8212,10350,88752285,84994200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9529.5,9633,28074,267531183,270436842,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12505.6,12374,21881,273635033.6,270755494,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9741.2,9109,10876,105945291.2,99069484,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9368.3,9646,1307,12244368.1,12607322,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8326.7,8051,13703,114100770.1,110322853,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12461.2,13410,5039,62791986.8,67572990,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9257.5,10473,513,4749097.5,5372649,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8359.6,8209,28348,236977940.8,232708732,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10797,11280,8530,92098410,96218400,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11200.2,12072,8215,92009643,99171480,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11874.8,11794,7060,83836088,83265640,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9853.1,10043,6295,62025264.5,63220685,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7036.8,6836,5820,40954176,39785520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11008.3,10851,14991,165025425.3,162667341,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8450.7,8296,23662,199960463.4,196299952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8732.4,8749,9936,86765126.4,86930064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9528.5,9157,20824,198421484,190685368,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8546.2,8301,5030,42987386,41754030,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9904.9,9766,13538,134092536.2,132212108,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9926.2,10313,21724,215636768.8,224039612,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12349.4,12806,39140,483355516,501226840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10590,10717,6456,68369040,69188952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14667.6,14993,9788,143566468.8,146751484,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8294.6,8105,22603,187482843.8,183197315,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11062.6,11512,67672,748628267.2,779040064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9023.5,9047,31860,287488710,288237420,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9002.7,9074,66870,602010549,606778380,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9357,8611,20494,191762358,176473834,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8365.5,8391,14169,118530769.5,118892079,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11896.3,11879,14882,177040736.6,176783278,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8995.4,8814,6600,59369640,58172400,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9808.7,9544,6570,64443159,62704080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9134.9,8947,21597,197286435.3,193228359,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11757.9,11934,5785,68019451.5,69038190,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9242.7,9296,71958,665086206.6,668921568,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10861.8,10863,19849,215595868.2,215619687,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8202.2,7441,2334,19143934.8,17367294,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11992.7,11545,8353,100175023.1,96435385,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23680.3,24475,7288,172582026.4,178373800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8525.9,8608,7993,68147518.7,68803744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11504.4,10516,5393,62043229.2,56712788,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6806.7,6756,5636,38362561.2,38076816,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7790.5,7648,6965,54260832.5,53268320,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10032.2,10001,58680,588689496,586858680,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9586,9586,49926,478590636,478590636,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13060.6,15060,6635,86657081,99923100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11274.2,11063,12385,139630967,137015255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15525.1,17622,5416,84083941.6,95440752,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8723,8730,5211,45455553,45492030,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9349.8,8696,7380,69001524,64176480,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17472.9,17411,6597,115268721.3,114860367,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10535.5,10613,12700,133800850,134785100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11367.8,11162,19103,217159083.4,213227686,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10029,10271,11944,119786376,122676824,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11416.8,11425,13683,156216074.4,156328275,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10129.6,10322,26003,263399988.8,268402966,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9972.6,10056,9299,92735207.4,93510744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9233.1,8513,15677,144747308.7,133458301,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9106.6,9330,24262,220944329.2,226364460,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10657.6,10757,9701,103389377.6,104353657,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9296.1,9298,18593,172842387.3,172877714,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9974.4,10384,9376,93519974.4,97360384,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10026.3,10146,5615,56297674.5,56969790,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9757.5,9740,23329,227632717.5,227224460,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11386.6,11220,8542,97264337.2,95841240,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8752.8,8441,15561,136202320.8,131350401,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9010.7,8976,34376,309751823.2,308558976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9042.8,9040,17595,159108066,159058800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8832.9,8923,64308,568026133.2,573820284,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9041,9012,11592,104803272,104467104,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9611.9,9591,60203,578665215.7,577406973,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10444.2,10709,6841,71448772.2,73260269,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10759.1,11070,14980,161171318,165828600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10060,10040,11773,118436380,118200920,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9529.6,9486,8615,82097504,81721890,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9233.2,9437,7300,67402360,68890100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11566.2,11628,4932,57044498.4,57349296,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10254.1,9325,14717,150909589.7,137236025,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8187.7,7970,10388,85053827.6,82792360,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11561.5,12055,31201,360730361.5,376128055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9197.7,8997,58996,542627509.2,530787012,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10393.4,10724,12691,131902639.4,136098284,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9171.8,8346,12714,116610265.2,106111044,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8728.8,9051,5548,48427382.4,50214948,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10632.6,10575,10210,108558846,107970750,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11622.3,11978,14684,170661853.2,175884952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8878.3,8567,11961,106193346.3,102469887,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8349.4,8320,46989,392329956.6,390948480,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9878.6,9703,43735,432040571,424360705,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9187.7,9138,12307,113073023.9,112461366,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9923.2,9872,16561,164338115.2,163490192,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10488.7,10851,24956,261755997.2,270797556,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9422.4,9564,12487,117657508.8,119425668,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8615.8,8836,33523,288827463.4,296209228,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8067,7961,8828,71215476,70279708,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12840.4,12767,6018,77273527.2,76831806,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9351.7,9425,15456,144539875.2,145672800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9777,9690,82591,807492207,800306790,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9864.9,9962,29741,293391990.9,296279842,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10074.7,11098,14193,142990217.1,157513914,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9086.1,9130,19095,173499079.5,174337350,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9872.4,9852,8580,84705192,84530160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9206.9,9574,7006,64503541.4,67075444,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11244.4,11323,9629,108272327.6,109029167,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12354.6,12707,14192,175336483.2,180337744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9188,9358,8583,78860604,80319714,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10372.7,10335,20344,211022208.8,210255240,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18062.7,20569,6673,120532397.1,137256937,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9957.5,10180,124287,1237587803,1265241660,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12978.7,14076,7213,93615363.1,101530188,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8825.7,9021,11851,104593370.7,106907871,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8883.4,8560,6085,54055489,52087600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8659,8602,29189,252747551,251083778,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9575.7,9237,34706,332334244.2,320579322,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8677.9,9238,7920,68728968,73164960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11853.1,12244,8022,95085568.2,98221368,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15988.1,15918,8785,140455458.5,139839630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9919.8,10133,12516,124156216.8,126824628,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11753.4,12073,10535,123822069,127189055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11680,12372,6249,72988320,77312628,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10676.3,10139,13188,140799044.4,133713132,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9169.9,9865,6666,61126553.4,65760090,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20742.9,23396,16411,340411731.9,383951756,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8138.7,7765,5719,46545225.3,44408035,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10977.1,11264,13891,152482896.1,156468224,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8190,7985,16345,133865550,130514825,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12487.6,12517,7252,90560075.2,90773284,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8700.9,8520,17179,149472761.1,146365080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8403,8403,4676,39292428,39292428,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9643.5,9654,10743,103600120.5,103712922,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12088.2,12419,25381,306810604.2,315206639,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11796.2,12121,7542,88966940.4,91416582,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10042.7,10241,10263,103068230.1,105103383,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9318.5,9455,6489,60467746.5,61353495,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10833.2,11766,8693,94173007.6,102281838,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8823.8,8569,9714,85714393.2,83239266,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12868.5,12984,5909,76039966.5,76722456,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9631.1,9569,64541,621600825.1,617592829,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10031.7,10363,7850,78748845,81349550,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9629.3,9584,36649,352904215.7,351244016,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10989.2,11972,8106,89078455.2,97045032,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12132.5,12099,51150,620577375,618863850,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9558.4,8854,9896,94589926.4,87619184,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12075.7,12163,29546,356788632.2,359367998,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10326.9,10324,46616,481398770.4,481263584,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10683.5,10808,7331,78320738.5,79233448,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11143,11158,62759,699323537,700264922,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10458.2,10416,6170,64527094,64266720,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14284.2,14881,9018,128814915.6,134196858,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10818.5,10995,139617,1510446515,1535088915,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9808,9599,21136,207301888,202884464,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10932.4,11331,9760,106700224,110590560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11819.9,11862,14893,176033770.7,176660766,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10559.8,10585,6478,68406384.4,68569630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9233.2,9362,11586,106975855.2,108468132,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10899.4,10516,9500,103544300,99902000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8506.1,8033,13281,112969514.1,106686273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11143.4,10999,26913,299902324.2,296016087,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9753,9553,33109,322912077,316290277,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8949.2,8768,20620,184532504,180796160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10437.5,10450,27543,287480062.5,287824350,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15296.7,16188,8705,133157773.5,140916540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10863.9,10803,5308,57665581.2,57342324,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10681.8,10511,6419,68566474.2,67470109,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10344.4,10621,8567,88620474.8,90990107,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9174.3,9027,9778,89706305.4,88266006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9978.4,9362,13558,135287147.2,126929996,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14559.9,14226,11471,167016612.9,163186446,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9563.1,9569,9196,87942267.6,87996524,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11722.8,11650,13603,159465248.4,158474950,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9866.7,9263,6107,60255936.9,56569141,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10366,10285,44742,463795572,460171470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9840.6,9942,15394,151486196.4,153047148,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10420.3,9230,23962,249691228.6,221169260,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9969.2,9111,4836,48211051.2,44060796,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10791.3,10721,5436,58661506.8,58279356,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13030.7,13543,35891,467684853.7,486071813,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10284.9,10631,12435,127892731.5,132196485,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10263,10690,51337,526871631,548792530,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9397.2,9249,6721,63158581.2,62162529,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10213.1,10621,18201,185888633.1,193312821,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9715.8,9863,16938,164566220.4,167059494,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9464.8,9460,14823,140296730.4,140225580,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10148.9,9818,12967,131600786.3,127310006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10345.9,10402,10366,107245599.4,107827132,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9704.7,9787,32082,311346185.4,313986534,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12160.6,12816,12599,153211399.4,161468784,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9746.5,9186,7957,77552900.5,73093002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11386,11386,16852,191876872,191876872,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10317.2,10350,67250,693831700,696037500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10188.8,9552,20638,210276454.4,197134176,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11697.7,11761,42218,493853498.6,496525898,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10196.8,9710,32683,333262014.4,317351930,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11147.2,10916,14439,160954420.8,157616124,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9693.9,10431,51312,497413396.8,535235472,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9990.3,9627,64439,643764941.7,620354253,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8796.3,8799,18391,161772753.3,161822409,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12062.7,12574,11486,138552172.2,144424964,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9434.7,9101,13264,125141860.8,120715664,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11168.1,11077,32672,364884163.2,361907744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13263.1,14018,27516,364947459.6,385719288,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9151.6,8881,10782,98672551.2,95754942,,,,,,,,,,,,,,,,,,
